timestamp,amount,merchant,user_location,channel,risk_score,is_fraud
2022-01-01T00:00:00.000,30.52,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-02T14:25:15.000,30.6,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-04T04:50:31.000,30.7,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-05T19:15:47.000,30.8,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-07T09:41:03.000,30.89,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-09T00:06:18.000,30.99,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-10T14:31:34.000,31.09,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-12T04:56:50.000,31.18,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-13T19:22:06.000,31.28,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-15T09:47:22.000,31.37,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-17T00:12:37.000,31.47,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-18T14:37:53.000,31.57,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-20T05:03:09.000,31.66,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-21T19:28:25.000,31.76,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-23T09:53:41.000,31.86,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-25T00:18:56.000,31.95,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-26T14:44:12.000,32.05,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-28T05:09:28.000,32.15,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-29T19:34:44.000,32.24,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-01-31T10:00:00.000,32.34,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-02T00:25:15.000,32.43,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-03T14:50:31.000,32.53,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-05T05:15:47.000,32.63,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-06T19:41:03.000,32.72,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-08T10:06:18.000,32.82,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-10T00:31:34.000,32.92,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-11T14:56:50.000,33.01,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-13T05:22:06.000,33.11,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-14T19:47:22.000,33.21,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-16T10:12:37.000,33.3,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-18T00:37:53.000,33.4,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-19T15:03:09.000,33.49,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-21T05:28:25.000,33.59,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-22T19:53:41.000,33.69,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-24T10:18:56.000,33.78,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-26T00:44:12.000,33.88,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-02-27T15:09:28.000,33.98,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-01T05:34:44.000,34.07,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-02T20:00:00.000,34.17,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-04T10:25:15.000,34.27,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-06T00:50:31.000,34.36,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-07T15:15:47.000,34.46,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-09T05:41:03.000,34.55,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-10T20:06:18.000,34.65,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-12T10:31:34.000,34.75,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-14T00:56:50.000,34.84,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-15T15:22:06.000,34.94,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-17T05:47:22.000,35.04,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-18T20:12:37.000,35.13,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-20T10:37:53.000,35.23,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-22T01:03:09.000,35.33,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-23T15:28:25.000,35.42,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-25T05:53:41.000,35.52,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-26T20:18:56.000,35.61,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-28T10:44:12.000,35.71,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-30T01:09:28.000,35.81,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-03-31T15:34:44.000,35.9,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-02T06:00:00.000,36.0,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-03T20:25:15.000,36.1,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-05T10:50:31.000,36.19,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-07T01:15:47.000,36.29,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-08T15:41:03.000,36.39,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-10T06:06:18.000,36.48,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-11T20:31:34.000,36.58,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-13T10:56:50.000,36.67,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-15T01:22:06.000,36.77,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-16T15:47:22.000,36.87,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-18T06:12:37.000,36.96,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-19T20:37:53.000,37.06,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-21T11:03:09.000,37.16,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-23T01:28:25.000,37.25,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-24T15:53:41.000,37.35,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-26T06:18:56.000,37.45,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-27T20:44:12.000,37.54,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-04-29T11:09:28.000,37.64,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-01T01:34:44.000,37.73,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-02T16:00:00.000,37.83,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-04T06:25:15.000,37.93,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-05T20:50:31.000,38.02,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-07T11:15:47.000,38.12,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-09T01:41:03.000,38.22,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-10T16:06:18.000,38.31,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-12T06:31:34.000,38.41,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
2022-05-13T20:56:50.000,38.51,Bank Service Charge / VAT,LAGOS_NGR,Corporate_Mobile_Banking,0.82,0
